,2000-1,2000-2,2000-3,2000-4,2000-5,2000-6,2000-7,2000-8,2000-9,2000-10,2000-11,2000-12,2001-1,2001-2,2001-3,2001-4,2001-5,2001-6,2001-7,2001-8,2001-9,2001-10,2001-11,2001-12,2002-1,2002-2,2002-3,2002-4,2002-5,2002-6,2002-7,2002-8,2002-9,2002-10,2002-11,2002-12,2003-1,2003-2,2003-3,2003-4,2003-5,2003-6,2003-7,2003-8,2003-9,2003-10,2003-11,2003-12,2004-1,2004-2,2004-3,2004-4,2004-5,2004-6,2004-7,2004-8,2004-9,2004-10,2004-11,2004-12,2005-1,2005-2,2005-3,2005-4,2005-5,2005-6,2005-7,2005-8,2005-9,2005-10,2005-11,2005-12,2006-1,2006-2,2006-3,2006-4,2006-5,2006-6,2006-7,2006-8,2006-9,2006-10,2006-11,2006-12,2007-1,2007-2,2007-3,2007-4,2007-5,2007-6,2007-7,2007-8,2007-9,2007-10,2007-11,2007-12,2008-1,2008-2,2008-3,2008-4,2008-5,2008-6,2008-7,2008-8,2008-9,2008-10,2008-11,2008-12,2009-1,2009-2,2009-3,2009-4,2009-5,2009-6,2009-7,2009-8,2009-9,2009-10,2009-11,2009-12,2010-1,2010-2,2010-3,2010-4,2010-5,2010-6,2010-7,2010-8,2010-9,2010-10,2010-11,2010-12,2011-1,2011-2,2011-3,2011-4,2011-5,2011-6,2011-7,2011-8,2011-9,2011-10,2011-11,2011-12,2012-1,2012-2,2012-3,2012-4,2012-5,2012-6,2012-7,2012-8,2012-9,2012-10,2012-11,2012-12,2013-1,2013-2,2013-3,2013-4,2013-5,2013-6,2013-7,2013-8,2013-9,2013-10,2013-11,2013-12,2014-1,2014-2,2014-3,2014-4,2014-5,2014-6,2014-7,2014-8,2014-9,2014-10,2014-11,2014-12,2015-1,2015-2,2015-3,2015-4,2015-5,2015-6,2015-7,2015-8,2015-9,2015-10,2015-11,2015-12,2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7,2020-8,2020-9,2020-10,2020-11,2020-12,2021-1,2021-2,2021-3,2021-4,2021-5,2021-6,2021-7,2021-8,2021-9,2021-10,2021-11,2021-12,2022-1,2022-2,2022-3,2022-4,2022-5,2022-6,2022-7,2022-8,2022-9,2022-10,2022-12
11,96.614,96.96,96.916,97.129,96.849,97.211,95.442,96.696,95.607,96.597,95.077,95.96,96.755,96.057,97.922,98.35,98.813,98.261,98.563,99.032,98.824,98.961,97.581,99.242,98.977,98.962,97.006,99.44,98.123,98.218,97.534,98.077,97.442,99.302,98.886,98.586,99.06,98.457,98.919,98.176,98.575,98.544,98.537,97.784,98.918,97.778,98.824,98.375,97.993,98.344,98.87,98.788,98.966,98.41,98.568,97.98,97.235,96.269,97.686,97.206,98.88,97.067,97.267,98.241,98.691,98.514,97.688,98.547,97.26,98.246,98.454,97.172,95.724,97.473,97.977,97.857,98.371,96.62,98.033,96.667,97.321,97.213,96.797,97.509,96.825,97.748,97.909,97.211,98.013,98.282,98.729,97.455,97.521,99.087,96.916,99.213,98.696,97.26,99.127,96.169,98.846,96.812,97.561,98.339,97.834,99.609,97.826,98.168,98.889,99.367,99.432,98.78,99.029,99.278,99.293,98.944,99.118,99.091,99.639,100.0,98.473,99.184,99.717,99.351,99.432,99.72,100.0,99.359,98.905,99.077,99.183,98.958,99.254,99.499,99.398,99.213,98.87,99.544,98.83,99.299,99.449,99.057,99.115,99.77,98.962,98.382,99.746,99.398,98.608,99.57,98.728,98.771,99.455,99.472,98.895,99.468,99.288,99.007,98.734,99.008,98.616,98.761,99.119,97.65,99.426,98.646,99.083,99.359,99.005,99.744,99.798,99.58,99.244,99.697,99.083,99.307,99.683,99.005,99.184,99.413,99.771,99.19,99.237,98.925,99.61,98.83,98.371,99.84,98.793,98.903,99.623,99.386,99.234,99.628,99.246,99.497,99.545,99.064,99.448,99.004,98.9,99.31,97.937,99.122,98.803,99.278,98.495,98.675,98.851,98.913,98.234,99.051,98.818,99.195,98.51,98.947,99.439,99.593,99.187,99.269,98.497,99.699,99.11,98.724,98.571,99.332,98.814,98.384,99.074,99.093,97.932,99.174,98.37,99.599,99.412,99.143,99.582,99.405,99.317,98.995,98.928,99.758,99.497,99.111,99.083,99.546,99.54,98.87,99.244,99.494,100.0,99.182,95.833,98.794,98.21,99.255,97.424,98.37,98.916,98.806,98.595,99.064,98.44,99.224,98.905,100.0,99.56,99.855,,,,,,,
12,94.582,96.657,95.154,95.933,95.168,95.219,94.37,93.833,95.09,94.764,95.077,95.455,96.165,95.341,96.883,98.02,98.813,97.681,97.414,99.032,98.588,98.442,97.581,98.99,98.977,98.962,96.407,98.88,97.587,98.218,97.534,97.885,97.442,99.07,98.329,98.182,98.746,97.84,97.568,97.872,97.862,98.544,97.805,97.507,98.918,96.768,98.353,98.014,97.993,98.344,98.023,97.273,97.674,97.614,97.375,96.162,97.005,94.776,96.658,96.607,97.479,96.774,95.9,97.236,96.597,97.877,97.11,96.61,97.26,97.076,97.68,95.887,94.737,97.473,97.399,97.5,97.394,95.211,97.705,95.0,96.131,95.819,96.441,96.441,95.238,97.297,97.213,95.618,97.682,97.595,97.881,97.091,97.107,98.63,96.476,98.819,98.261,96.804,99.127,95.402,98.846,96.522,97.256,98.339,97.112,99.219,97.391,97.802,97.778,99.367,99.432,98.171,99.029,98.917,98.94,98.944,98.824,99.091,99.639,100.0,98.473,99.184,99.15,99.026,99.148,99.72,100.0,99.359,98.54,99.077,99.183,98.958,99.254,99.248,99.398,99.213,98.87,99.544,98.246,99.299,99.449,98.742,99.115,98.851,98.962,98.382,99.239,99.096,98.608,99.14,98.473,98.526,99.455,99.472,98.895,98.582,99.288,99.007,98.734,98.81,98.616,98.407,98.899,97.222,99.426,98.42,98.853,99.038,98.507,99.744,99.798,99.58,99.244,99.091,99.083,98.787,99.683,98.673,98.98,99.266,99.541,98.988,99.084,98.746,99.61,98.246,98.371,99.519,98.492,98.746,99.434,99.14,99.042,99.441,99.095,99.329,99.241,99.064,99.263,98.862,98.762,99.138,97.778,98.996,98.632,98.917,98.358,98.51,97.845,98.234,98.074,98.374,98.375,98.39,98.51,98.816,99.065,99.593,98.374,98.903,98.164,99.699,98.399,97.927,98.393,99.165,98.617,97.9,98.765,98.866,97.744,98.967,98.188,99.399,99.216,99.143,99.374,98.81,98.633,98.66,98.928,99.758,98.995,98.667,98.471,98.866,99.08,98.682,99.017,98.987,99.317,98.364,95.513,98.355,98.098,98.722,97.312,98.37,98.749,98.646,98.595,99.064,98.44,99.224,98.905,100.0,99.56,,,,,,,,
13,94.131,96.657,95.154,94.976,95.168,94.223,93.834,93.612,94.574,94.241,94.462,94.444,95.28,94.982,96.364,98.02,98.516,96.812,96.839,99.032,97.882,97.922,97.043,98.232,98.977,98.962,96.407,98.88,97.587,97.426,97.309,97.885,97.442,98.605,98.329,97.576,98.746,97.84,97.568,97.568,97.862,98.301,97.073,97.507,98.485,96.768,97.647,97.292,97.993,98.013,98.023,96.667,97.158,96.819,94.988,96.162,97.005,94.776,96.144,94.611,97.479,95.894,95.9,95.98,96.597,97.24,96.243,96.126,96.712,97.076,96.907,94.344,94.737,97.112,97.399,96.429,97.068,94.648,95.738,94.667,95.833,95.819,95.73,95.73,94.841,96.847,96.864,95.618,97.351,96.907,96.61,97.091,96.281,97.717,95.595,96.85,98.261,95.89,99.127,94.636,98.462,95.072,97.256,97.342,97.112,98.828,97.391,97.07,97.778,99.367,99.432,98.171,99.029,98.556,98.94,98.944,98.824,99.091,99.639,99.738,98.473,99.184,99.15,98.701,99.148,99.72,99.674,99.038,98.54,99.077,99.183,98.785,99.005,99.248,99.398,99.213,98.87,99.544,98.246,99.065,99.174,98.742,98.82,98.621,98.616,98.382,99.239,98.494,98.608,98.925,98.219,98.28,99.455,99.208,98.066,98.404,98.932,99.007,97.975,98.611,98.443,98.407,98.458,97.222,99.426,98.42,98.165,98.878,98.259,98.974,99.798,99.16,99.055,98.788,98.899,98.267,99.365,98.673,98.98,99.119,99.312,97.368,98.626,98.746,99.61,98.099,98.208,99.359,98.341,98.119,99.245,98.894,99.042,99.441,98.643,99.161,99.09,98.797,99.079,98.435,98.349,98.793,97.46,98.745,98.462,98.917,98.085,97.682,97.845,97.962,97.753,98.374,97.932,98.39,98.51,97.895,98.879,99.593,98.374,98.172,98.164,99.247,97.153,97.927,98.036,98.998,98.221,97.254,98.765,98.186,97.556,98.967,98.188,99.198,98.824,99.143,99.165,98.611,98.405,97.655,98.928,99.516,98.995,98.667,98.471,98.413,98.161,98.682,98.487,98.734,99.089,97.751,95.192,98.026,97.875,98.509,96.641,98.098,98.332,98.646,98.595,99.064,98.44,99.224,98.905,100.0,,,,,,,,,
14,93.002,95.745,93.392,94.019,94.328,92.629,93.029,91.85,93.54,93.717,93.846,93.434,93.805,94.982,96.104,98.02,97.626,95.942,96.839,97.419,97.412,96.623,96.774,97.727,98.465,98.616,95.808,98.039,97.051,97.426,97.309,97.308,97.209,97.907,97.772,97.172,98.119,97.531,97.027,96.353,97.15,98.058,96.829,95.845,98.485,96.162,96.235,97.292,96.321,97.682,97.74,94.545,96.641,95.825,94.988,95.152,96.083,92.786,94.087,94.411,96.919,94.135,94.989,94.975,95.812,95.117,96.243,95.884,96.164,95.322,95.103,94.087,93.421,95.307,95.087,95.357,96.743,93.521,95.41,94.333,95.238,95.819,95.018,95.73,94.841,96.847,95.819,94.821,97.351,96.564,95.763,96.364,95.868,97.26,94.273,96.063,98.261,95.89,98.69,94.253,98.077,94.783,96.341,97.01,96.751,98.438,96.957,97.07,97.778,98.101,99.432,98.171,99.029,98.556,98.94,98.944,98.824,99.091,98.917,99.738,98.473,99.184,98.867,98.377,98.864,99.72,99.674,98.718,97.81,99.077,98.91,98.611,99.005,99.248,99.197,99.213,98.305,99.089,98.246,98.832,99.174,98.742,98.23,98.391,97.924,98.382,99.239,98.193,98.376,98.71,97.71,98.034,99.455,98.945,98.066,98.05,98.577,98.675,97.215,97.817,98.27,98.23,97.797,97.009,99.235,98.194,98.165,98.718,98.01,98.718,99.798,99.16,98.677,98.636,98.716,97.92,99.206,98.507,98.571,98.972,98.624,97.166,98.168,98.387,99.22,97.807,97.883,99.038,98.341,97.492,99.057,98.771,99.042,99.069,98.19,99.161,98.938,98.396,98.895,98.009,97.799,98.103,96.825,98.494,97.949,98.375,97.948,97.185,97.701,97.554,97.753,97.967,97.341,97.746,97.848,97.895,98.318,99.389,97.886,97.623,97.997,99.096,97.153,96.97,97.5,98.998,97.431,97.254,98.457,98.186,97.556,98.554,98.188,99.198,98.824,99.143,98.956,98.413,98.178,97.655,98.391,99.274,98.744,98.222,98.471,97.959,98.161,98.305,97.958,98.228,98.633,97.751,95.192,97.588,97.315,98.403,96.081,97.736,98.249,98.646,98.595,99.064,98.44,99.224,98.905,,,,,,,,,,
15,92.551,95.137,93.172,93.301,92.017,91.833,91.153,91.85,93.023,92.147,92.923,91.667,93.215,94.624,96.104,97.69,97.033,95.072,95.977,97.419,97.176,96.104,96.774,95.96,98.465,97.924,95.509,97.199,97.051,96.634,96.861,97.308,96.977,97.674,97.772,96.566,98.119,96.914,97.027,96.353,95.962,97.33,95.366,95.845,97.835,94.949,96.0,96.39,96.321,97.02,97.74,93.636,94.057,94.831,93.795,95.152,95.853,91.045,94.087,92.615,96.919,92.669,94.761,93.719,93.717,94.055,94.22,95.884,94.795,94.444,95.103,92.545,92.763,93.141,94.798,94.286,96.091,91.831,93.443,94.333,94.94,95.122,94.662,93.95,92.857,96.396,95.47,93.625,95.695,95.533,95.339,95.273,94.628,96.804,93.392,96.063,97.826,94.521,98.253,94.253,95.769,93.913,95.732,96.678,96.029,98.438,96.957,96.703,97.778,97.468,98.864,98.171,98.544,98.195,98.587,97.887,98.824,98.788,98.917,99.476,98.473,99.184,98.584,98.052,98.58,99.72,99.674,98.397,97.81,99.077,98.91,98.611,99.005,99.248,99.197,98.95,96.893,98.405,97.953,98.832,98.347,98.742,98.23,98.391,97.924,97.735,99.239,98.193,98.144,98.495,97.71,98.034,98.91,98.945,98.066,97.695,98.577,98.675,96.709,97.222,98.097,98.23,97.577,96.795,98.662,98.194,98.165,97.917,98.01,98.718,99.595,98.319,98.11,98.182,98.349,97.227,99.206,98.176,98.571,98.825,98.624,97.166,97.863,97.849,99.025,97.661,97.72,98.878,97.888,97.022,98.868,98.771,98.467,98.883,98.039,98.993,98.331,98.128,98.711,97.582,97.387,97.931,96.667,97.867,97.436,98.014,97.401,96.689,96.983,96.875,96.629,97.967,97.194,96.94,97.848,97.105,98.318,99.389,97.886,96.892,97.329,98.795,95.552,96.81,96.429,98.664,97.233,96.446,98.457,97.959,97.556,98.554,98.007,98.798,98.039,99.143,98.747,98.016,98.178,96.817,98.123,99.274,98.492,98.222,96.942,97.506,97.701,98.117,97.201,98.228,98.178,97.342,95.192,97.039,96.644,97.87,95.409,97.645,98.249,98.646,98.595,99.064,98.44,99.224,,,,,,,,,,,
16,90.293,94.225,92.731,92.584,92.017,90.837,91.153,90.088,91.214,92.147,92.615,91.667,91.445,93.19,95.584,97.69,97.033,94.783,95.115,97.419,95.765,96.104,96.237,95.707,97.954,96.54,94.91,96.919,97.051,95.842,96.861,97.115,95.349,97.674,96.936,96.162,96.865,95.988,97.027,95.441,95.962,97.33,95.366,95.291,97.619,94.747,95.529,96.39,95.987,96.026,96.61,92.121,94.057,92.843,93.795,94.141,94.7,91.045,93.316,92.615,94.958,91.789,93.394,92.211,93.717,93.418,93.931,94.189,94.247,94.444,94.845,92.545,90.132,92.058,93.353,94.286,94.463,90.986,93.443,93.667,94.345,94.774,93.594,93.238,92.46,96.396,95.122,93.227,95.364,95.189,94.492,95.273,93.802,96.347,92.952,96.063,97.826,94.064,97.817,93.87,95.769,93.623,95.732,96.346,96.029,98.047,95.652,95.238,97.222,97.468,98.864,98.171,98.058,97.834,98.233,97.887,98.529,98.485,98.917,99.476,97.71,99.184,98.3,97.727,98.58,99.72,99.674,98.397,96.35,98.769,98.91,98.264,98.756,98.747,98.996,98.425,96.328,98.405,97.661,98.832,98.072,98.742,98.23,98.391,97.578,97.735,98.731,97.59,97.912,98.28,97.455,97.789,98.638,98.681,97.79,96.986,97.865,98.344,96.203,96.825,98.097,98.23,97.577,96.581,98.662,97.968,97.936,97.756,97.512,98.205,99.393,97.689,98.11,97.727,98.165,97.054,99.206,98.01,97.551,98.532,98.165,96.964,97.557,97.133,98.83,97.222,97.557,98.077,97.738,96.552,98.868,97.912,97.893,98.324,97.888,98.826,98.179,97.861,97.606,97.44,97.111,97.759,95.873,97.491,96.923,97.834,97.127,96.358,96.983,96.332,96.629,97.425,96.307,96.94,97.351,97.105,97.196,99.185,97.561,96.527,97.329,98.042,95.552,96.013,95.893,98.664,96.64,96.446,98.457,97.732,97.556,98.347,98.007,98.597,98.039,98.715,98.121,98.016,98.178,96.65,97.855,99.031,98.492,98.222,96.942,97.052,97.701,97.928,96.445,97.722,97.722,96.115,95.192,96.601,96.421,97.444,95.409,97.645,98.249,98.646,98.595,99.064,98.44,,,,,,,,,,,,
17,89.842,93.617,90.088,92.344,90.546,89.243,90.349,88.987,90.956,90.576,92.308,90.404,91.445,92.473,95.325,97.69,96.439,94.493,94.828,96.774,95.765,95.844,95.968,94.192,97.954,96.54,94.611,96.919,96.783,95.446,96.188,96.154,95.349,97.442,96.379,95.152,96.865,95.679,96.486,95.441,95.249,96.845,94.39,94.46,97.619,93.535,94.588,93.321,95.987,96.026,94.068,91.212,92.765,91.252,93.079,93.131,94.7,88.557,91.26,90.619,94.958,90.909,91.344,91.457,91.623,92.357,92.775,92.01,94.247,92.398,94.072,90.746,90.132,91.336,92.486,93.571,92.508,90.704,93.115,92.0,93.75,93.031,92.883,92.527,91.667,96.396,94.425,93.227,94.702,94.158,92.797,94.182,92.975,95.89,92.07,96.063,97.391,93.607,96.943,93.487,95.769,92.174,95.427,95.349,96.029,97.266,94.783,95.238,96.667,97.468,98.295,98.171,97.573,97.473,98.233,97.535,98.529,97.879,98.917,99.476,97.71,98.776,98.3,97.727,98.295,99.72,99.674,98.077,95.985,98.462,98.638,97.743,98.756,97.995,98.996,98.163,95.763,98.405,97.661,98.364,98.072,98.428,98.23,97.931,96.54,97.411,98.731,97.289,97.912,97.849,96.692,97.543,98.638,98.153,97.514,96.454,97.865,98.344,95.949,96.627,97.578,97.699,97.137,96.581,98.279,97.968,97.706,97.596,97.512,98.205,98.583,97.689,97.921,97.424,97.982,96.707,99.206,97.678,96.735,98.091,97.936,96.559,97.252,96.953,98.441,96.637,97.231,97.756,97.285,95.768,98.491,97.174,97.701,98.324,97.888,98.322,97.572,97.727,96.869,97.297,96.836,97.414,95.873,97.24,96.752,97.653,96.717,95.861,95.402,96.06,96.148,96.612,96.307,95.813,97.351,95.789,97.196,98.574,96.748,96.161,96.494,97.741,94.84,95.853,95.893,98.331,96.443,96.123,98.457,97.732,97.556,97.934,97.283,97.996,97.843,98.715,98.121,97.817,98.178,95.477,97.587,98.789,97.99,97.333,96.636,97.052,96.782,97.552,96.142,96.962,96.355,95.91,94.231,96.382,95.638,97.338,95.409,97.645,98.249,98.646,98.595,99.064,,,,,,,,,,,,,
18,88.488,92.097,90.088,90.431,90.336,87.849,89.276,88.987,90.181,90.314,90.462,90.152,91.445,91.756,95.065,96.37,96.142,94.493,93.678,96.452,95.059,95.844,95.43,93.939,97.698,95.502,94.611,96.359,96.515,94.653,95.964,95.962,93.953,96.977,94.986,95.152,96.552,94.753,96.486,95.137,95.249,95.874,94.39,94.46,96.753,93.535,94.353,93.141,94.983,96.026,94.068,90.303,92.765,90.06,90.931,93.131,92.857,88.557,89.974,90.619,93.557,89.736,91.116,88.191,91.623,91.083,91.329,92.01,93.151,92.105,93.299,90.746,89.474,90.253,91.908,92.5,92.182,89.577,92.459,91.333,93.452,93.031,91.815,92.171,90.476,96.396,94.077,91.633,94.04,93.127,92.373,93.818,92.149,94.977,91.189,93.701,96.522,92.694,96.943,92.72,94.231,91.884,95.122,95.349,96.029,97.266,93.913,94.872,96.111,97.468,98.295,98.171,97.573,96.751,97.88,97.535,97.941,97.273,98.917,99.476,97.71,98.776,98.3,97.727,97.727,99.16,99.349,98.077,95.985,98.154,98.093,97.396,98.01,97.494,98.795,96.85,94.915,98.178,97.661,98.131,98.072,98.428,98.23,96.782,95.848,97.411,98.477,96.988,97.912,97.419,96.183,97.543,98.638,97.361,97.238,96.099,97.509,98.013,95.443,96.429,97.232,97.522,96.476,96.581,97.897,97.743,97.706,97.276,97.264,97.949,98.178,97.479,97.921,97.273,97.982,96.534,98.889,97.181,96.122,97.651,97.248,96.559,96.947,96.774,98.051,96.345,97.068,97.596,96.531,95.298,98.113,96.806,96.935,98.138,97.436,98.322,96.813,96.925,96.317,96.871,96.561,96.897,95.397,96.738,95.726,97.473,96.306,95.364,95.402,94.837,95.506,96.612,96.012,95.813,96.854,95.789,96.636,98.371,96.748,95.247,96.494,97.139,94.128,95.694,95.893,98.331,96.245,96.123,98.457,97.279,97.556,97.934,97.283,97.996,97.843,98.715,97.704,97.817,97.95,95.477,97.319,98.547,97.739,97.333,96.636,95.692,96.552,97.175,95.991,95.443,95.9,95.297,93.59,95.724,95.526,97.338,95.409,97.645,98.249,98.646,98.595,,,,,,,,,,,,,,
19,86.907,90.881,88.767,89.234,89.286,86.853,88.472,86.123,89.922,88.743,90.462,89.141,89.381,91.039,94.286,95.71,95.846,93.333,93.678,95.806,93.882,95.065,95.161,93.434,95.141,94.81,93.713,95.238,95.979,93.663,95.964,95.0,93.488,96.047,93.593,94.747,94.984,94.136,95.405,95.137,94.537,95.631,94.146,93.352,96.32,91.919,93.882,91.877,93.98,93.709,92.09,89.697,91.473,88.867,90.931,90.707,92.166,86.318,89.46,90.02,91.036,89.443,87.699,87.437,90.314,88.535,91.04,90.315,91.781,89.474,92.268,89.717,87.829,89.17,90.462,91.429,91.857,86.761,91.803,90.333,92.56,91.638,90.747,90.747,89.683,95.045,93.728,91.235,93.377,91.753,91.102,92.727,92.149,94.977,90.308,91.339,95.217,92.237,96.943,91.571,93.462,91.594,93.598,94.352,95.668,96.875,93.913,93.773,95.556,96.835,97.727,98.171,97.087,96.39,97.88,97.183,97.647,97.273,98.556,99.215,97.328,98.367,98.3,97.727,97.443,98.88,99.023,97.756,95.985,98.154,98.093,97.222,98.01,97.243,98.594,96.85,94.915,98.178,97.368,97.897,98.072,98.113,97.935,96.322,95.156,97.411,98.223,96.988,97.448,96.989,95.929,96.806,98.365,96.57,97.238,95.922,97.509,96.689,95.443,95.635,97.059,96.46,96.476,96.154,97.706,97.517,97.477,96.635,96.766,97.692,97.571,97.269,97.732,96.515,97.798,96.534,98.889,96.683,95.714,97.504,96.56,95.951,96.336,96.774,97.856,95.614,96.417,97.436,96.531,94.671,97.17,96.314,96.743,97.207,96.983,97.819,96.055,96.791,95.948,96.586,96.149,96.207,94.603,96.361,94.872,97.473,95.759,94.868,94.971,93.614,95.506,95.257,95.716,95.169,96.358,95.263,95.888,97.963,96.423,95.247,96.16,96.084,93.95,94.896,95.714,98.164,95.85,95.8,97.222,97.052,96.617,97.727,97.101,97.194,97.843,97.859,97.495,97.421,97.95,95.477,97.051,98.305,96.985,96.889,95.413,95.238,96.092,96.422,94.932,94.937,94.989,94.07,92.949,95.724,95.526,97.338,95.409,97.645,98.249,98.646,,,,,,,,,,,,,,,
20,86.682,90.578,88.326,88.038,86.555,86.853,87.399,86.123,88.372,88.22,90.462,88.636,88.496,88.53,94.286,95.05,95.549,93.333,92.816,95.161,93.176,95.065,94.624,92.929,95.141,94.118,93.713,94.958,95.174,93.663,94.619,94.423,92.558,96.047,93.315,93.737,94.984,92.593,95.405,93.921,93.349,95.388,92.439,93.352,95.455,91.313,92.471,90.614,93.98,92.053,92.09,88.485,89.922,88.867,89.976,90.707,91.014,86.318,87.918,88.224,91.036,89.15,87.699,86.181,88.743,88.535,89.306,90.315,90.685,89.474,92.01,88.432,87.171,87.726,90.173,91.071,89.902,85.915,90.492,89.667,91.369,90.244,88.968,90.036,89.286,95.045,92.334,90.04,93.046,90.034,90.678,92.0,91.322,94.521,89.868,91.339,94.783,92.237,96.507,91.188,92.692,91.014,92.988,92.691,94.585,96.875,93.478,93.773,95.0,96.203,97.727,97.561,95.631,96.029,97.88,96.831,96.765,96.667,98.556,99.215,96.565,97.959,98.3,97.403,97.159,98.319,98.697,97.756,95.985,97.846,98.093,97.222,97.264,96.491,98.394,96.325,94.35,97.95,97.076,97.664,97.796,97.799,97.935,95.862,94.81,97.087,98.223,96.386,97.448,96.344,95.929,96.069,97.548,96.57,96.961,95.39,97.153,95.695,95.19,94.841,97.059,96.46,96.256,95.726,96.75,97.517,97.018,96.314,96.269,97.179,97.166,96.639,97.543,96.515,97.064,96.534,98.889,96.352,95.102,97.063,95.872,95.951,96.031,96.237,97.661,95.322,96.254,96.955,96.229,94.514,96.981,95.946,96.552,96.648,96.833,97.819,95.599,96.39,95.948,96.302,95.461,95.345,94.127,95.859,93.846,96.931,95.622,94.702,93.966,93.614,95.024,95.257,95.126,95.008,95.695,94.474,95.888,97.556,96.423,94.15,95.492,95.934,93.772,94.896,95.536,98.164,95.257,95.477,97.222,96.825,96.617,97.314,96.558,97.194,97.451,97.645,97.077,97.421,97.494,94.975,97.051,97.821,96.985,96.0,94.801,94.785,95.402,95.292,93.873,93.924,94.533,93.865,91.987,95.724,95.526,97.338,95.409,97.645,98.249,,,,,,,,,,,,,,,,
21,84.876,89.97,87.665,86.842,86.555,85.857,87.399,85.683,87.339,87.696,89.538,88.636,87.611,88.172,93.506,94.389,95.549,93.043,92.816,93.871,92.706,94.545,94.355,92.677,92.839,93.426,93.713,93.277,94.906,93.267,94.395,93.077,91.163,95.581,92.479,93.535,94.357,91.667,94.324,92.705,93.112,93.689,92.195,91.967,94.589,90.505,91.765,90.614,92.642,91.06,91.243,86.97,89.922,87.873,89.976,88.485,89.862,84.826,86.889,88.224,88.235,89.15,86.105,83.92,88.743,87.473,88.728,87.409,88.219,88.012,90.722,87.147,85.526,87.004,89.306,90.357,89.251,85.07,90.164,89.667,91.071,90.244,87.9,89.68,89.286,94.595,91.638,89.641,91.722,89.003,88.983,91.636,90.909,93.151,87.665,91.339,94.348,91.781,95.197,90.421,92.308,90.435,91.768,91.03,92.78,96.875,92.609,93.773,95.0,96.203,97.159,96.951,95.631,95.307,97.527,96.479,96.765,96.667,98.556,99.215,96.183,97.959,97.45,97.403,96.875,98.039,98.371,97.756,95.62,96.615,97.548,97.222,96.766,95.99,98.193,96.325,94.35,97.722,96.784,97.43,97.796,97.799,97.935,95.632,94.81,97.087,97.462,96.386,96.752,96.344,95.42,96.069,97.275,96.306,96.409,95.39,96.797,95.695,94.937,94.643,96.713,95.929,96.035,95.726,96.367,97.517,96.789,96.314,96.02,97.179,96.761,96.218,97.353,96.212,96.697,96.014,98.254,96.02,94.898,97.063,95.872,95.547,95.267,95.699,97.466,94.444,95.928,96.795,95.928,93.887,96.604,95.7,96.552,96.648,96.531,97.819,95.448,95.722,95.764,95.875,95.048,94.483,93.81,95.483,93.504,96.39,95.212,94.04,93.966,92.935,95.024,94.173,94.239,94.364,95.364,94.211,94.766,96.945,95.935,93.236,95.492,95.633,93.772,94.896,95.357,97.83,95.257,95.477,96.605,96.825,96.617,96.694,96.558,96.794,97.059,97.002,97.077,96.825,97.267,94.807,96.247,97.821,96.985,96.0,93.884,93.878,94.483,94.915,93.343,93.418,93.622,93.865,91.987,95.724,95.526,97.338,95.409,97.645,,,,,,,,,,,,,,,,,
